Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
4/18/23 23:44,Vernon,TX,USA,Triangle,10-20 seconds,Object traveling south-west towards rural area of the county. dark-gray triangle shaped craft. Massive area,5/19/23,
4/18/23 23:07,Paradise,UT,USA,Orb,Approx. 5+ minutes,Sighted a strange hovering light above hills a near/on ground west of Paradise,5/19/23,
4/18/23 22:17,Lancaster,PA,USA,Flash,10 mins,Multi flashing objects,5/19/23,
4/18/23 21:30,Lawtell,LA,USA,Light,Approx 2-3 mins,"2 extremely low ""flying"" lights no noise hovered then zoomed completely unnatural NOT aircraft lights (one light caught on camera)",5/19/23,Yes
4/18/23 21:10,Cairo,NY,USA,Diamond,5�8 minutes,"Not a craft and not an orb. Diamond shape, stayed in one spot, starburst like with red, white and blue colors.",5/19/23,
4/18/23 21:00,Longs,SC,USA,Light,On going (daily),Balls of light that fallow,5/19/23,Yes
4/18/23 17:50,Mechanicsburg,PA,USA,Sphere,less than 10 seconds,A silver sphere shaped object was noticed while looking out over an open field.,5/19/23,
4/18/23 09:07,Toronto,ON,Canada,Disk,,Flying above highway 401 during rush hour it was going east above the lights,5/19/23,
4/18/23 03:00,Corpus Christi,TX,USA,Rectangle,4-5 seconds,"Looked like a sail boat type shape with red lights, very big",5/19/23,
4/18/23 01:30,Purcellville,VA,USA,Orb,20 mins,A white orb zigzagging and changing speed rapidly in the night sky.,5/19/23,
4/17/23 21:50,Virginia Beach,VA,USA,Chevron,1 minutes or so,"Extremely large chevron with rounded nose, at least 3 bright lights underside flying 7 miles from Oceana NAS",5/19/23,
4/17/23 21:08,Highland,IL,USA,Disk,One minute,We were looking at a star formation and I wanted a photo and that appeared when I took photos.,5/19/23,Yes
4/17/23 20:35,Ruidoso Downs,NM,USA,Light,saw for 30 seconds,Running Lights,5/19/23,
4/17/23 20:20,Cambridge,Cambridgeshire,United Kingdom,Circle,A few seconds,Beam (ball shape) of light,5/19/23,
4/17/23 17:58,Tomball,TX,USA,Disk,8 minutes,I was in the traffic line looked up saw this craft and another craft eject from the main one,5/19/23,
4/17/23 02:23,Ashford,Kent,United Kingdom,Light,10 minutes,Light Dots dancing in the sky,5/19/23,
4/17/23 00:33,,,USA,Light,,Two bright lights reported by an aircraft at the SDZ 170 radial 014 mile fix,5/19/23,
4/16/23 22:30,pryor,null,,Triangle,2 minutes,"camo belly of triangle with light glow, clear night sky.",5/19/23,
4/16/23 21:00,Castle Rock,WA,USA,Light,3-5 mins,Orange fleet of lights in the sky.,5/19/23,
4/16/23 20:45,Lumberton,MS,USA,Light,2 - 3 hours,Brighter than stars light that would move left and right while dropping behind treeline after few hours,5/19/23,
4/16/23 18:42,Tybee Island,GA,USA,Cylinder,45 minutes,Object seen north of Tybee Island .,5/19/23,Yes
4/16/23 15:42,Toronto,ON,Canada,Circle,1min,"A luminous circular metal that can split into two light spheres, disappears and reappears with irregular flight paths.",5/19/23,Yes
4/16/23 12:00,Nashville,TN,USA,Cigar,15 minutes,"April 16, 2023, around 12 p.m., a large object reflected or shined light toward me. It was stationary and at a very high altitude.",5/19/23,
4/16/23 01:20,duncan,CO,USA,Light,30 minutes or more,witnessed 6-7 lighted crafts,5/19/23,Yes
4/15/23 22:04,Ottawa,ON,Canada,Circle,15 minutes,Saw a circular UFO at night with many colours like it had an exterior made of all TV screens playing moving geometric patterns,5/19/23,Yes
4/15/23 21:08,Baltimore,MD,USA,Orb,30 minutes,"my daughter and I looked up and saw ""four orbs"" moving in circular motion then come back to the middle, then spread back out",5/19/23,Yes
4/15/23 21:00,Newberg,OR,USA,Rectangle,About five minutes.,Sighted a large rectangular craft hovering above our property on a clear moonless night and viewed it for about five minutes.,5/19/23,
4/15/23 20:30,Avon park,FL,USA,Fireball,30 to 45 seconds max,It appeared out of nowhere started moving slowly from West to east,5/19/23,
4/15/23 14:53,Manassas Park,VA,USA,Disk,,Seen in gap in clouds,5/19/23,Yes
4/15/23 14:50,Salem,NH,USA,Circle,Approximately 2 minutes,Unknown object moving across sky zooms away,5/19/23,
4/15/23 14:30,Tulare,CA,USA,Orb,10-15 minutes,More than at lighted orbs fading from dull to bright white.,5/19/23,
4/15/23 12:45,Livermore/Sky over East Bay Area,CA,USA,Changing,Minute or two.,"2 flying objects, merging into one. Heading toward Pacific Ocean.",5/19/23,
4/15/23 12:00,Newport News,VA,USA,Sphere,Approximately 1 minute,Dog sensed it/barked into the sky. Grey sphere. 3-4 miles high. Zig zagged and paused between movement. Met with 2nd and took off.,5/19/23,
4/15/23 04:45,Tukwila,WA,USA,Star,2 seconds,Small greenish light .,5/19/23,
4/15/23 02:23,Cottage grove,OR,USA,Formation,3 minutes,Two unknown lights behaving strangely,5/19/23,
4/15/23 00:18,Greenwood,NS,Canada,Light,10 seconds roughly,"a somewhat softly triangular shaped light, the color of an old streetlight (yellowish-orange)",5/19/23,
4/15/23 00:14,Ventura,CA,USA,Orb,2min,a bright orange comet with tail exploded then turned into white orb,5/19/23,Yes
4/14/23 23:50,Los Angeles,CA,USA,Star,5min,There was a star like image moving away from earth. A bright and long Orange/Red flame,5/19/23,
4/14/23 23:50,Stockton,CA,USA,Circle,roughly 5 minutes,Orange ball of light that disappeared/reappeared multiple times,5/19/23,
4/14/23 23:50,ventura,CA,USA,Fireball,5 minutes,object breaking sound barrier after breaking apart,5/19/23,
4/14/23 22:00,Interlochen,MI,USA,Triangle,Around 30 seconds,5 small triangle or V shaped aircrafts making a short passing over just barely above the treetops,5/19/23,
4/14/23 17:18,temple,GA,USA,Disk,4 seconds,"laying by pool at around 10-11 at night when i pointed to the sky and a green blue glowing object fell out of sky caught it self, left.",5/19/23,
4/14/23 13:10,Pensacola,FL,USA,Other,5 minutes,"5 white,gray triangle shaped.",5/19/23,
4/14/23 05:07,Madison,AL,USA,Diamond,2 minutes,Flashing blue red white light pattern of diamond. Hovering low. Very slow. No significant distance in 2 min observing. Vanished,5/19/23,
4/14/23 02:30,Tulare,CA,USA,Orb,10 to 15 minutes,Multiple lights fading off to bright to off,5/19/23,
4/14/23 02:21,palm coast,FL,USA,Fireball,,Two or more yellow orange lights descended on street,5/19/23,
4/13/23 23:00,Miamisburg,OH,USA,Orb,1 minute,"Twins, streaking the sky at the Same speed running somewhat parallel to each other",5/19/23,
4/13/23 21:46,Surf City,NC,USA,Triangle,20 seconds,Saw three red flashing lights in a triangle shape that stayed in one spot for 15 seconds.,5/19/23,
4/13/23 21:28,Hersey,MI,USA,Cube,60 seconds to 90 seconds.,when I saw the square object I stepped onto my porch. there was silence. When I returned after grabbing my phone the speed escalated,5/19/23,
4/13/23 21:02,Quartzsite,AZ,USA,Light,15 Minutes,Lights in formation floating upward slow then fast,5/19/23,
4/13/23 20:57,Toronto,ON,Canada,Star,1 hour,Stationary White Light not a star.,5/19/23,Yes
4/13/23 20:48,Lancaster,PA,USA,Circle,couple minutes,I was walking from the store to my house and saw a blinking circle that was white not red like in the video then a fast moving orb,5/19/23,
4/13/23 17:16,South Shore,KY,USA,Oval,2 minutes,2nd sighting milky white oval moving slow and low,5/19/23,
4/13/23 15:00,Carlow,County Carlow,Ireland,Oval,,"A shiny round object flew from west. It flew below the clouds, than turned North.",5/19/23,
4/13/23 14:20,Rehoboth,DE,USA,Disk,Approximately 10-12 secon,"An unusually fast, straight tracking object, at passenger flight altitude",5/19/23,
4/13/23 13:50,Washington,DC,USA,Cylinder,30 sec,"Elongated, silver, reflective object hovering over Capitol",5/19/23,
4/13/23 11:00,Austintown,,,Other,Reoccurring,It's more if a contact thing than a sighting,5/19/23,
4/13/23 00:45,Christiansburg,VA,USA,Sphere,About 2 hours,At first I thought it was an airplane but noticed it was hovering in the same area,5/19/23,
4/13/23 00:30,Estimated around Grand Junction,CO,USA,Formation,45 minutes to 1 hour,"What seemed to be crafts with bright lights rotating in circle formations descending to earth, then ascending later on.",5/19/23,
4/13/23 00:00,Plainfield,IL,USA,Diamond,1 hour and counting,Several Flashing objects in sky,5/19/23,
4/13/23 00:00,Mount Ephraim,NJ,USA,Triangle,45 seconds,10�x10x10� magnificent triangle craft aprox 25 feet in the air flew slowly over us and past us at a somewhat slow pace.,5/19/23,
4/12/23 22:30,Spring hill,KS,USA,Circle,5,Round ball of light lasted 5 mins,5/19/23,
4/12/23 21:42,Burbank,IL,USA,Light,3 hrs,A big bright circle in the sky is not moving it is just floating in the sky,5/19/23,Yes
4/12/23 21:36,Spokane,WA,USA,Light,At least 45 minutes,Group of shimmering lights jiggling in sky,5/19/23,
4/12/23 21:17,Seattle,WA,USA,Unknown,26 seconds (on video),Fast moving object with tail traveling west over Seattle,5/19/23,
4/12/23 19:15,Hurst,TX,USA,Orb,3 minutes,Various probes observed at Chisholm Trail Park,5/19/23,
4/12/23 11:40,Brantford,ON,Canada,Light,15 second or so,"Either one or two objects seen, white lighted objects , angle formation. Moving fast and silent, low enough to see turbulence",5/19/23,
4/12/23 02:48,Arcadia,KS,USA,Star,20 minutes,"Objects would fade in and out, changing altitude, speed and direction.",5/19/23,Yes
4/12/23 01:46,Prescott Valley,AZ,USA,Unknown,1 minute,"hovering craft with blinking lights of different colors, no sound, then vanished",5/19/23,
4/12/23 01:26,El Paso,,,Flash,30 sec,Security cam alerted me .,5/19/23,
4/12/23 01:20,Boulder,CO,USA,Unknown,4.5 hrs (until 5:40am),Saw bright white lights followed by a dimmer light that moved erratically and sometimes very quickly while staying aloft for 4+ hrs,5/19/23,Yes
4/11/23 23:40,Muncie,IN,USA,Orb,20-30 minutes.,"I am being spaceship stalked, abducted, trafficked, kidnapped, madamed, pimped, raped, assaulted by alien terrorist criminal network.",5/19/23,
4/11/23 23:13,Dallas,TX,USA,Cross,1 min,I am just trying to access the dataset for a school project,5/19/23,
4/11/23 21:41,Denver,CO,USA,Orb,2 hours,Bright orb changing shape and rotating 3 days in a row,5/19/23,Yes
4/11/23 21:34,Temple,ME,USA,Sphere,Ongoing,A large blue light bobbing in the western sky with occasional random flashes of red.,5/19/23,
4/11/23 20:55,Elberfeld,IN,USA,Light,15 to 30 seconds,3 stars orions belt. Inside left of orions belt stars bright light very fast 4 times same star and stop.,5/19/23,
4/11/23 20:45,San Francisco,CA,USA,Disk,Less than 1 min.,"2 very dark, silent, unlit objects moving together, one behind the other. Low in the sky, difficult to confirm shape in dark sky.",5/19/23,
4/10/23 23:20,Waterloo,ON,Canada,Triangle,5-10 seconds,"Large, triangular or diamond shaped, no noise, no lights, red",5/19/23,
4/10/23 23:00,Vacherie,LA,USA,Circle,ABOUT 1.30 min,USCG licensed captain on Miss River. Look up and saw object hovering over red tower light and it was so bright it reflected on water.,5/19/23,Yes
4/10/23 23:00,Howell,MI,USA,Triangle,5-8 seconds,"Silent, came out of the west and then made almost a complete circle disappearing to the northwest over the houses.",5/19/23,
4/10/23 21:36,Wallaceburg,ON,Canada,Triangle,Repetitive tonight,I looked up into the sky seen lots of planes and stuff flying by then a shape that looked like a v formation almo like birds was bright,5/19/23,
4/10/23 21:18,North Andover,MA,USA,Circle,5 seconds,"Bright white light above tree line, moving quickly in a diagonal/downwards motion",5/19/23,
4/10/23 21:15,Sterling,CT,USA,Unknown,45 minutes,"Flickering object, changing colors",5/19/23,
4/10/23 21:07,Glen Cove,NY,USA,Unknown,"1+ hours, idk ending",Stationary bright light hovering in the same location for unknown duration. Witnessed over an hour of it before we left.,5/19/23,Yes
